DATABASE_ID,DRUGBANK_ID,DRUG_GROUPS,GENERIC_NAME,SMILES
DB07014,DB07014,experimental,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",COC1=C(F)C=C(CSC2=NN=C(O2)C2=CC3=C(OCO3)C=C2)C=C1
DB07015,DB07015,experimental,"(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",[H][C@]1(N)CN(C[C@@]1([H])C(=O)N1CCCC1)C(=O)C1=CN=C2C=CC=CC2=N1
DB07017,DB07017,experimental,"(5S)-2-{[(1S)-1-(4-Fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5H)-one",C[C@H](NC1=NC(=O)[C@@](C)(S1)C(C)(C)O)C1=CC=C(F)C=C1
DB07018,DB07018,experimental,5-ETHYL-3-[(2-METHOXYETHYL)METHYLAMINO]-6-METHYL-4-(3-METHYLBENZYL)PYRIDIN-2(1H)-ONE,CCC1=C(C)NC(=O)C(N(C)CCOC)=C1CC1=CC=CC(C)=C1
DB07019,DB07019,experimental,"N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE",[H][C@@]1(C)CCC2=CC(C[C@@](C)(N)C(=O)OCC3=CC(CC1)=NC(=C3)N(C)S(C)(=O)=O)=CC=C2
DB07020,DB07020,experimental,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",O=C(NC1=CC(=CC=C1)C1=NNC2=CC=C(C=C12)C1=NNC=N1)C1=CC=CO1
DB07021,DB07021,experimental,"(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",[H][C@]1(N)CN2C(C[C@]1([H])C1=CC(F)=C(F)C=C1F)=NC1=C2C=CN=C1
DB07022,DB07022,experimental,3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate,NC(=N)C1=CC2=C(NC(=O)C3=CC=CC(=C3)S(=O)(=O)OCCCO)C=CC=C2C=C1
DB07024,DB07024,experimental,"2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE",CC1=CC(N2CCCS2(=O)=O)=C2OC(=C(O)C(=O)C2=C1)C1=CC=C(O)C(O)=C1
DB07025,DB07025,experimental,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE,NCC1CCN(CC2=CC3=C(NC(=C3)C3=CC4=CC=CC=C4NC3=O)C=C2)CC1
DB07026,DB07026,experimental,"(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE",[H][C@]12CN(C[C@]([H])(O1)[C@@]([H])(O2)C(=O)NCC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)NO
DB07027,DB07027,experimental,D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC=CC(F)=C1
DB07028,DB07028,experimental,(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID,OC(=O)COC1=CC(Cl)=CC=C1C(=O)NCC1=C(F)C=C(Br)C=C1
DB07029,DB07029,experimental,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE",CC1=NC(OC2=CC=C(C=C2)N2C=CN=C2)=NC(OC2=CC3=C(OCO3)C=C2)=C1
DB07030,DB07030,experimental,(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID,OC(=O)COC1=CC(Cl)=CC=C1C(=O)NCC1=CC(=CC=C1)[N+]([O-])=O
DB07031,DB07031,experimental,"3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid",CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@@H](O)C(=O)NC1=C(F)C=C(C=C1)C(O)=O
DB07032,DB07032,experimental,2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL,OC1=CC=C(C=C1)C1=CC2=C(O1)C=CC(O)=C2
DB07033,DB07033,experimental,5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE,[H][C@](C)(C1=CC=CN1)C1=C2C=C(O)C=CC2=NC1=O
DB07034,DB07034,experimental,"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",ON=C1C2=CC(OCC(O)=O)=CC=C2C2=C1C=C(OCC(O)=O)C=C2
DB07035,DB07035,experimental,"(2E)-3-{3-[(5-ETHYL-3-IODO-6-METHYL-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)OXY]PHENYL}ACRYLONITRILE",CCC1=C(C)NC(=O)C(I)=C1OC1=CC=CC(\C=C\C#N)=C1
DB07036,DB07036,experimental,"(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",[H][C@@]12CC(F)(F)C[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1COC)C1=CC=C(O)C=C1
DB07037,DB07037,experimental,(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL,[H][C@](O)(CN)CNC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O
DB07038,DB07038,experimental,2-(cyclohexylamino)benzoic acid,OC(=O)C1=CC=CC=C1NC1CCCCC1
DB07039,DB07039,experimental,(2S)-N-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide,C[C@](O)(COC1=CC=C(C=C1)C#N)C(=O)NC1=CC=C(C#N)C(I)=C1
DB07040,DB07040,experimental,"2-amino-7-fluoro-5-oxo-5H-chromeno[2,3-b]pyridine-3-carboxamide",NC(=O)C1=C(N)N=C2OC3=C(C=C(F)C=C3)C(=O)C2=C1
DB07041,DB07041,experimental,"N-[2-(2,4-diaminopyrido[2,3-d]pyrimidin-7-yl)-2-methylpropyl]-4-phenoxybenzamide",CC(C)(CNC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1)C1=NC2=NC(N)=NC(N)=C2C=C1
DB07042,DB07042,experimental,"7-amino-2-tert-butyl-4-{[2-(1H-imidazol-4-yl)ethyl]amino}pyrido[2,3-d]pyrimidine-6-carboxamide",CC(C)(C)C1=NC2=NC(N)=C(C=C2C(NCCC2=CNC=N2)=N1)C(N)=O
DB07043,DB07043,experimental,"7-amino-2-tert-butyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-6-carboxamide",CC(C)(C)C1=NC(N2CCN(CC2)C2=NC=CC=N2)=C2C=C(C(N)=O)C(N)=NC2=N1
DB07045,DB07045,experimental,"(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",[H][C@]1(CO)O[C@@]([H])(N2C(NCC3=CC=C(Cl)C(Cl)=C3)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
DB07046,DB07046,experimental,"2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",[H][C@@](O)(CO)CONC(=O)C1=CC=C(F)C(F)=C1NC1=CC=C(I)C=C1Cl
DB07047,DB07047,experimental,"2',4'-DICHLORO-4-HYDROXY-1,1'-BIPHENYL-3-CARBOXYLIC ACID",OC(=O)C1=CC(=CC=C1O)C1=C(Cl)C=C(Cl)C=C1
DB07048,DB07048,experimental,"N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide",[H][C@]1(CC2=C(C1)C=C(C=C2)S(N)(=O)=O)NC(=O)C(CCC)CCC
DB07049,DB07049,experimental,(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,[H][C@@]1(C)CN(CCN1S(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+]([O-])=O
DB07050,DB07050,experimental,"5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide",NS(=O)(=O)C1=NN=C(NS(=O)(=O)C2=CC=CC=C2)S1
DB07051,DB07051,experimental,"3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER",CCOC(=O)C1=C(C)N([NH+]=C1C)C1=CC=CC=C1
DB07052,DB07052,experimental,5'-S-ethyl-5'-thioadenosine,[H][C@]1(CSCC)O[C@@]([H])(N2C=NC3=C2N=CN=C3N)[C@]([H])(O)[C@]1([H])O
DB07053,DB07053,experimental,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,CCCC1=C2ON=C(C2=CC=C1OCCCOC1=CC2=C(C=C1)N(CC(O)=O)C=C2)C(F)(F)F
DB07054,DB07054,experimental,(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL,[H][C@](O)(COC1=CC=C(NC2=NC=NC(NC3=C(F)C=CC(=C3)C(F)(F)F)=C2)C=C1)CN(C)C
DB07055,DB07055,experimental,"2-[2-(1H-tetrazol-5-yl)ethyl]-1H-isoindole-1,3(2H)-dione",O=C1N(CCC2=NN=NN2)C(=O)C2=CC=CC=C12
DB07056,DB07056,experimental,"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide",CCN(CC)C(=O)CC1=CC=CC(NS(=O)(=O)C2=C(C)C(Cl)=CC=C2)=N1
DB07057,DB07057,experimental,(3S)-1-(2-hydroxyphenyl)-5-oxopyrrolidine-3-carboxylic acid,[H][C@]1(CN(C(=O)C1)C1=C(O)C=CC=C1)C(O)=O
DB07058,DB07058,experimental,"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",COC1=CC=C(C=C1)N1C=NC2=C1C=C(C=C2)C1=NNC(=S)O1
DB07059,DB07059,experimental,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOXAZIN-4-YL]ETHYL}ACETAMIDE",CCC1=NC(N)=NC(N)=C1C1=CC2=C(OC(C)(C)C(=O)N2CCNC(C)=O)C=C1
DB07060,DB07060,experimental,3-(INDOL-3-YL) LACTATE,[H][C@](O)(CC1=CNC2=C1C=CC=C2)C(O)=O
DB07061,DB07061,experimental,"1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL",[H][C@](O)(CNC1CCCCC1)CN1C2=C(CCCC2)C2=C1C=CC(C)=C2
DB07063,DB07063,investigational,Lidorestat,OC(=O)CN1C=C(CC2=NC3=C(F)C(F)=CC(F)=C3S2)C2=C1C=CC=C2
DB07064,DB07064,experimental,"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBOXAMIDE",[H][C@@]1(CN(CC2=C1C=CC(C)=C2C)C(=O)N(C)C)C1=CC(O)=CC=C1
DB07065,DB07065,experimental,"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)-3-thiocyanatopyrazolo[1,5-a]pyrimidin-7-amine",ClC1=C(Cl)C(=CC=C1)C1=NC2=C(SC#N)C=NN2C(NCC2=CC=NC=C2)=C1
DB07066,DB07066,experimental,"2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",[H][C@]1(CC2=C(NC1=O)C=CC=C2)NC(=O)C1=CC2=C(N1)SC(Cl)=C2
DB07067,DB07067,experimental,"(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE",[H][C@@](N)(C(=O)N1CCCC1)[C@]([H])(C)C1=NC(=NO1)C1=CC=C(C=C1)S(C)(=O)=O
DB07069,DB07069,experimental,m-Hydroxyhippuric acid,OC(=O)CNC(=O)C1=CC(O)=CC=C1
DB07070,DB07070,experimental,(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid,[H][C@](CC)(CC1=CC(CNC(=O)C2=C(F)C=C(C=C2)C(F)(F)F)=C(OC)C=C1)C(O)=O
DB07072,DB07072,experimental,"(1S,2R,5S)-5-[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]-2-(2,4,5-TRIFLUOROPHENYL)CYCLOHEXANAMINE",[H][C@@]1(CC[C@]([H])(C2=C(F)C=C(F)C(F)=C2)[C@@]([H])(N)C1)N1CCN2C(C1)=NN=C2C(F)(F)F
DB07073,DB07073,experimental,"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one",CC1(C)CC2=C(SC(=N2)N2CCOCC2)C(=O)C1
DB07074,DB07074,experimental,6-CARBAMIMIDOYL-4-(3-HYDROXY-2-METHYL-BENZOYLAMINO)-NAPHTHALENE-2-CARBOXYLIC ACID METHYL ESTER,COC(=O)C1=CC2=CC=C(C=C2C(NC(=O)C2=CC=CC(O)=C2C)=C1)C(N)=N
DB07076,DB07076,experimental,6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE,NC(=N)C1=CC2=CC=C(C=C2C=C1)C(=O)NC1=CC=CC(OC2CCCC2)=C1
DB07078,DB07078,experimental,"(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE",COC1=CC(=CC=C1O)C1=CC2=C(C=C1)\C(=C\C1=CC=CN1)C(=O)N2
DB07079,DB07079,experimental,3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,CC#CCOC1=CC=C(C=C1)S(=O)(=O)CCCS
DB07080,DB07080,experimental,TO-901317,OC(C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F
DB07081,DB07081,experimental,"(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",[H][C@](N)(CC(=O)N1CCN2N=C(N=C2[C@@]1([H])C)C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1
DB07082,DB07082,experimental,"1,1,1,3,3,3-HEXAFLUORO-2-{4-[(2,2,2-TRIFLUOROETHYL)AMINO]PHENYL}PROPAN-2-OL",OC(C1=CC=C(NCC(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F
DB07083,DB07083,experimental,beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide,[H][C@@](N)(C(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCCC
DB07084,DB07084,experimental,"N-(6,7,9,10,17,18,20,21-octahydrodibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecin-2-yl)acetamide",CC(=O)NC1=CC=C2OCCOCCOC3=C(OCCOCCOC2=C1)C=CC=C3
DB07085,DB07085,experimental,2-{[N-(2-ACETYL-5-CHLORO-4-FLUOROPHENYL)GLYCYL]AMINO}BENZOIC ACID,CC(=O)C1=CC(F)=C(Cl)C=C1NCC(=O)NC1=CC=CC=C1C(O)=O
DB07086,DB07086,experimental,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",[H][C@@]12C[C@@](CO)(CO[C@]1([H])C1=CC=C(O)C=C1)CC=C2C
DB07087,DB07087,experimental,"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",[H][C@]1(C)CC[C@]2(CO)CO[C@]([H])(C3=CC=C(O)C=C3)[C@@]1([H])[C@@]2([H])C
DB07088,DB07088,experimental,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)COC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
DB07089,DB07089,experimental,N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,CCCOC1=CC=C(C=C1)C1=CSC(=C1CC(=O)NC(N)=N)C1=CC=CC=C1Cl
DB07090,DB07090,experimental,(3S)-N-(3-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,[H][C@]1(CN(C2CCCCC2)C(=O)C1)C(=O)NC1=C(C)C(Cl)=CC=C1
DB07091,DB07091,experimental,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)COC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
DB07093,DB07093,experimental,"{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID",OC(=O)CN1C=CC(=O)N(CC2=NC3=CC(Cl)=CC=C3S2)C1=O
DB07094,DB07094,experimental,"1-(2,2'-bithiophen-5-yl)methanamine",NCC1=CC=C(S1)C1=CC=CS1
DB07095,DB07095,experimental,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)CCC1CCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
DB07096,DB07096,experimental,"6-AMINO-BENZO[DE]ISOQUINOLINE-1,3-DIONE",NC1=CC=C2C(=O)NC(=O)C3=CC=CC1=C23
DB07099,DB07099,experimental,N-[4-(benzyloxy)phenyl]glycinamide,NCC(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1
DB07101,DB07101,investigational,Mirdametinib,[H][C@@](O)(CO)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1
DB07102,DB07102,experimental,(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid,[H][C@](N)(CCC(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1)C(O)=O
DB07103,DB07103,experimental,2-(4-METHYLPHENOXY)ETHYLPHOSPHINATE,[H][P@]([O-])(=O)CCOC1=CC=C(C)C=C1
DB07104,DB07104,experimental,4-amino-N-[4-(benzyloxy)phenyl]butanamide,NCCCC(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1
DB07105,DB07105,experimental,2-[2-(4-Chloro-Phenylsulfanyl)-Acetylamino]-3-(4-Guanidino-Phenyl)-Propionamide,NC(N)=NC1=CC=C(CC(NC(=O)CSC2=CC=C(Cl)C=C2)C(N)=O)C=C1
DB07106,DB07106,experimental,SKF-91488,CN(C)CCCCSC(N)=N
DB07107,DB07107,experimental,(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE,[H][C@@](N)(COC1=CN=CC(\C=C\C2=CC=NC=C2)=C1)CC1=CNC2=C1C=CC=C2
DB07108,DB07108,experimental,"4'-FLUORO-1,1'-BIPHENYL-4-CARBOXYLIC ACID",OC(=O)C1=CC=C(C=C1)C1=CC=C(F)C=C1
DB07109,DB07109,experimental,Isoferulic acid,COC1=C(O)C=C(\C=C\C(O)=O)C=C1
DB07110,DB07110,experimental,4-(4-FLUOROBENZYL)PIPERIDINE,FC1=CC=C(CC2CCNCC2)C=C1
DB07111,DB07111,experimental,"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid",[H][C@](O)(CCC(O)=O)\C=C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
DB07112,DB07112,experimental,N-[(4-HYDROXY-8-IODOISOQUINOLIN-3-YL)CARBONYL]GLYCINE,OC(=O)CNC(=O)C1=C(O)C2=CC=CC(I)=C2C=N1
DB07113,DB07113,experimental,"(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE",[H][C@]1(OC2=C(C=C(C=C2)C2=C(N)N=C(N)N=C2CC)N(CCCOC)C1=O)C1=CC(F)=CC(F)=C1
DB07114,DB07114,experimental,4-[(METHYLSULFONYL)AMINO]BENZOIC ACID,CS(=O)(=O)NC1=CC=C(C=C1)C(O)=O
DB07115,DB07115,experimental,"N-(4-chlorobenzyl)-N-methylbenzene-1,4-disulfonamide",CN(CC1=CC=C(Cl)C=C1)S(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O
DB07116,DB07116,experimental,1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=CC2=C(C)C=CC=C12
DB07117,DB07117,experimental,"5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE",O=C1NC(=O)C(N2CCN(CC2)C2=NC=CC=N2)(C(=O)N1)C1=CC=C(OC2=CC=CC=C2)C=C1
DB07118,DB07118,experimental; investigational,Hymecromone,CC1=CC(=O)OC2=C1C=CC(O)=C2
DB07119,DB07119,experimental,1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL,OC1=CC=C(C=C1)C1=CC=C2C(C=CC(O)=C2Cl)=C1
DB07120,DB07120,experimental,"3-Carbamimidamido-1,1-diphenylurea",NC(N)=NNC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
DB07121,DB07121,experimental,"4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",[H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CCN)C=C1)C(=O)NO
DB07122,DB07122,experimental,1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,NC(N)=NC1=CC=C(CC(=O)C2=CC=CC=C2)C=C1
DB07123,DB07123,experimental,N-(4-METHYLBENZOYL)-4-BENZYLPIPERIDINE,CC1=CC=C(C=C1)C(=O)N1CCC(CC2=CC=CC=C2)CC1
DB07124,DB07124,experimental,"(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE",[H][C@@](N)(COC1=CN=CC(=C1)C1=NCC2=NN=CC2=C1)CC1=C2C=CCC=C2N=C1
DB07125,DB07125,experimental,"4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid",[H][C@@](CC)(CO)NC1=NN2C(C=C1)=NC=C2C1=CC=C(C=C1)C(O)=O
DB07126,DB07126,experimental,O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE,NS(=O)(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C3N=CNC3=N2)C=C1
DB07127,DB07127,experimental,"{4-[2,2-BIS(5-METHYL-1,2,4-OXADIAZOL-3-YL)-3-PHENYLPROPYL]PHENYL}SULFAMIC ACID",CC1=NC(=NO1)C(CC1=CC=CC=C1)(CC1=CC=C(NS(O)(=O)=O)C=C1)C1=NOC(C)=N1
DB07128,DB07128,experimental,"N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE",CCCCNC1=CC(C)=NC2=NC(NC3=CC(Cl)=CC=C3C)=NN12
DB07129,DB07129,experimental,"(2R)-1-(2,6-dimethylphenoxy)propan-2-amine",[H][C@](C)(N)COC1=C(C)C=CC=C1C
DB07130,DB07130,experimental,4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,OC(=O)COC1=C(SC(=C1Br)C1=CC=CC=C1)C(O)=O
DB07131,DB07131,experimental,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)CCC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
DB07132,DB07132,experimental,1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA,[H][C@](C)(C1=CC=CN1)C1=C2C=C(NC(N)=O)C=CC2=NC1=O
DB07133,DB07133,experimental,D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(C)=CC=C1
DB07134,DB07134,experimental,"5-(4-CHLORO-5-PHENYL-3-THIENYL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",ClC1=C(SC=C1N1CC(=O)NS1(=O)=O)C1=CC=CC=C1
DB07136,DB07136,experimental,BX-528,CC(C)[C@H](NS(=O)(=O)CCCC1=CC=CC=C1)P(O)(=O)C[C@H](C(O)=O)C1=CC=CC(CN)=C1
DB07138,DB07138,investigational,Neflamapimod,FC1=CC(F)=C(SC2=NN3C=NC(=O)C(=C3C=C2)C2=C(Cl)C=CC=C2Cl)C=C1
DB07139,DB07139,experimental,3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid,OC(=O)CCC1=CC=C(S1)C1=CC(=CC=C1)[N+]([O-])=O
DB07140,DB07140,experimental,"5-[(3R)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",[H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC=CC=C1
